"﻿""path""",dataset_type,defect_type,label,round,split
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11686_png.rf.b9f527a2b4893b262df306a30ef9d29d.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20508_png.rf.df32337548ff6d10d6b92df2b5e2e259.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Rolled/anomaly/RS_259.bmp,NEU,Rolled,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_20.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_178.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/anomaly/11956_png.rf.a844dd929115b2ba0a2b39a474444a7e.jpg,Kolektor,surface_defect,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_237.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/MVTec/defect_type/grid/anomaly/bent/006.png,MVTec,grid,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_84.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Inclusion/anomaly/In_215.bmp,NEU,Inclusion,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Scratches/anomaly/Sc_153.bmp,NEU,Scratches,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Crazing/anomaly/Cr_108.bmp,NEU,Crazing,anomaly,3,train_gate_mix
/app/data/dataset_type/NEU/defect_type/Pitted/anomaly/PS_224.bmp,NEU,Pitted,anomaly,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11926_png.rf.ad57aee56c2ea1038ec9ed608c80064c.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11952_png.rf.1a6cd12b79b64d2ff4a47a2821186b16.jpg,Kolektor,surface_defect,normal,3,train_gate_mix
